page,row_num,dept,policy,unit,detail,label,item,calc,basis,budget,prev,diff,indent
628,33,,,,,,,01 사무관리비,,"15,000","26,000","△11,000",6
628,34,,,,,,,,,"도              4,500",,,6
628,35,,,,,,,,,"군             10,500",,,6
628,36,,,,,,,본예산,,"15,000","26,000","△11,000",6
628,37,,,,,,,,,"도              4,500",,,6
628,38,,,,,,,,,"군             10,500",,,6
628,39,,,,,,,◎교통안전용품 구입 지원,"15,000,000원","15,000",,,6
628,40,,,,,,,,,"도              4,500",,,6
628,41,,,,,,,,,"군             10,500",,,6
628,42,,,,교통약자 교통사고 예방 홍보지원(도비),,,,,"35,000","25,000","10,000",3
628,43,,,,,,,,,"도             10,500",,,6
628,44,,,,,,,,,"군             24,500",,,6
628,45,,,,,,307 민간이전,,,"35,000","25,000","10,000",5
628,46,,,,,,,,,"도             10,500",,,6
628,48,,,,,,,,,"군             24,500",,,6
629,10,,,,,,,,,"도             10,500",,,6
629,11,,,,,,,,,"군             24,500",,,6
629,12,,,,,,,본예산,,"35,000","25,000","10,000",6
629,13,,,,,,,,,"도             10,500",,,6
629,14,,,,,,,,,"군             24,500",,,6
629,15,,,,,,,◎교통약자 교통사고 예방 홍보지원,"35,000,000원","35,000",,,6
629,16,,,,,,,,,"도             10,500",,,6
629,17,,,,,,,,,"군             24,500",,,6
629,18,,,교통지도 주차관리(주차장 및 주정차사업 특별회계),,,,,,"10,377,388","2,469,060","7,908,328",2
629,19,,,,,,,,,"도          3,300,000",,,6
629,20,,,,,,,,,"군          7,077,388",,,6
629,21,,,,주정차사업 관리,,,,,"163,788","469,060","△305,272",3
629,22,,,,,,201 일반운영비,,,"153,488","208,460","△54,972",5
629,23,,,,,,,01 사무관리비,,"27,780","63,180","△35,400",6
629,24,,,,,,,본예산,,"27,780","63,180","△35,400",6
629,25,,,,,,,◎일반수용비,,"6,100",,,6
629,26,,,,,,,○불법 주정차 과태료 부과 고지서,"70,000원*30박스","2,100",,,6
629,27,,,,,,,○불법 주정차 단속 홍보물,"100원*40,000매","4,000",,,6
629,28,,,,,,,◎교통지도 특근자 급식비,"9,000원*8명*90일","6,480",,,6
629,29,,,,,,,"◎주정차 금지구역 등 각종 표지판 제작,     정비",,"10,000",,,6
629,30,,,,,,,○지주식,"250,000원*20개","5,000",,,6
629,31,,,,,,,○전주부착식,"100,000원*50개","5,000",,,6
629,32,,,,,,,◎교통관제실 복합기 임차,"400,000원*12월","4,800",,,6
629,33,,,,,,,◎주정차위반의견진술심의위원회 참석수     당,"100,000원*2명*2회",400,,,6
629,34,,,,,,,02 공공운영비,,"125,708","145,280","△19,572",6
629,35,,,,,,,본예산,,"125,708","145,280","△19,572",6
629,36,,,,,,,"◎불법 주정차 무인단속카메라 회선사용     료(홍성,광천)","100,000원*22회선*12월","26,400",,,6
629,37,,,,,,,"◎불법 주정차 무인단속카메라 회선사용     전기요금(홍성,광천,내포)","20,000원*42개소*12월","10,080",,,6
629,38,,,,,,,◎불법 주정차 단속 사전알림서비스 통신     비,"100,000원*12월","1,200",,,6
629,39,,,,,,,◎우편요금,,"44,160",,,6
629,40,,,,,,,○불법 주정차 과태료 예고 및 부과,"2,800원*1,000건*12월","33,600",,,6
629,41,,,,,,,○불법 주정차 과태료 체납 및 독촉고지,"400원*1,100건*2회*12월","10,560",,,6
629,42,,,,,,,◎시설장비유지비,,"43,868",,,6
629,44,,,,,,,○특사경업무지원프로그램 유지보수,"774,000원*12월","9,288",,,6
630,10,,,,,,,○불법 주정차 단속 사전알림서비스 유       지보수,"595,000원*8월","4,760",,,6
630,11,,,,,,202 여비,,,"4,800","9,600","△4,800",5
630,12,,,,,,,02 월액여비,,"4,800","4,800",0,6
630,13,,,,,,,본예산,,"4,800","4,800",0,6
630,14,,,,,,,◎교통지도단속(청원경찰),"10,000원*2명*20일*12월","4,800",,,6
630,15,,,,,,401 시설비및부대비,,,"5,500","231,000","△225,500",5
630,16,,,,,,,01 시설비,,"5,500","231,000","△225,500",6
630,17,,,,,,,본예산,,"5,500","231,000","△225,500",6
630,18,,,,,,,◎개인형 이동장치 주차구역 설치,"1,100,000원*5개소","5,500",,,6
630,19,,,,공영주차장 관리,,,,,"213,600",0,"213,600",3
630,20,,,,,,201 일반운영비,,,"143,600",0,"143,600",5
630,21,,,,,,,01 사무관리비,,"56,600",0,"56,600",6
630,22,,,,,,,본예산,,"56,600",0,"56,600",6
630,23,,,,,,,◎홍주성 옆 공영주차장 공중화장실 관리,,720,,,6
630,24,,,,,,,○공중화장실 유지물품 구입,"40,000원*12월",480,,,6
630,25,,,,,,,○공중화장실 청소용품 구입,"20,000원*12월",240,,,6
630,26,,,,,,,◎공영주차장 부지 국유재산 사용료,"3,000,000원","3,000",,,6
630,27,,,,,,,◎갈산 임시 공영주차장 임차료,"350,000원*12월","4,200",,,6
630,28,,,,,,,◎월산 쌈지주차장 전기차 충전설비 전기     안전관리대행 수수료,"140,000원*12월","1,680",,,6
630,29,,,,,,,◎월산지구 공영주차장 전기차 충전설비     전기안전관리대행 수수료,"140,000원*12월","1,680",,,6
630,30,,,,,,,◎홍성역세권 지하주차장 승강기 안전관     리 대행 용역,"20,000,000원","20,000",,,6
630,31,,,,,,,◎홍성역세권 지하주차장 소방안전관리     대행 용역,"5,000,000원","5,000",,,6
630,32,,,,,,,◎홍성역세권 지하주차장 전기안전관리     대행 용역,"13,000,000원","13,000",,,6
630,33,,,,,,,◎내포신도시 주차타워 무인정산시스템     콜센터 운영 용역,"610,000원*12월","7,320",,,6
630,34,,,,,,,02 공공운영비,,"87,000",0,"87,000",6
630,35,,,,,,,본예산,,"87,000",0,"87,000",6
630,36,,,,,,,◎시설장비유지비,,"45,000",,,6
630,37,,,,,,,○공영주차장 소규모 시설물 유지관리,"30,000,000원","30,000",,,6
630,38,,,,,,,○내포신도시 주차타워 유지관리,"15,000,000원","15,000",,,6
630,39,,,,,,,◎홍성역세권 지하주차장 공공요금,"3,500,000원*12월","42,000",,,6
630,40,,,,,,401 시설비및부대비,,,"70,000",0,"70,000",5
630,41,,,,,,,01 시설비,,"70,000",0,"70,000",6
631,10,,,,,,,◎공영주차장 시설물 유지보수,"70,000,000원","70,000",,,6
631,11,,,,홍성읍 오관리 공영주차장 조성(전환사업),,,,,"4,000,000","2,000,000","2,000,000",3
631,12,,,,,,,,,"도            300,000",,,6
631,13,,,,,,,,,"군          3,700,000",,,6
631,14,,,,,,401 시설비및부대비,,,"4,000,000","2,000,000","2,000,000",5
631,15,,,,,,,,,"도            300,000",,,6
631,16,,,,,,,,,"군          3,700,000",,,6
631,17,,,,,,,01 시설비,,"4,000,000","2,000,000","2,000,000",6
631,18,,,,,,,,,"도            300,000",,,6
631,19,,,,,,,,,"군          3,700,000",,,6
631,20,,,,,,,본예산,,"4,000,000","2,000,000","2,000,000",6
631,21,,,,,,,,,"도            300,000",,,6
631,22,,,,,,,,,"군          3,700,000",,,6
631,23,,,,,,,◎홍성읍 오관리 공영주차장 조성,"4,000,000,000원","4,000,000",,,6
631,24,,,,,,,,,"도            300,000",,,6
631,25,,,,,,,,,"군          3,700,000",,,6
631,26,,,,(구)홍고통 공영주차장 조성,,,,,"3,000,000",0,"3,000,000",3
631,27,,,,,,,,,"도          1,500,000",,,6
631,28,,,,,,,,,"군          1,500,000",,,6
631,29,,,,,,401 시설비및부대비,,,"3,000,000",0,"3,000,000",5
631,30,,,,,,,,,"도          1,500,000",,,6
631,31,,,,,,,,,"군          1,500,000",,,6
631,32,,,,,,,01 시설비,,"3,000,000",0,"3,000,000",6
631,33,,,,,,,,,"도          1,500,000",,,6
631,34,,,,,,,,,"군          1,500,000",,,6
631,35,,,,,,,본예산,,"3,000,000",0,"3,000,000",6
631,36,,,,,,,,,"도          1,500,000",,,6
631,37,,,,,,,,,"군          1,500,000",,,6
631,38,,,,,,,◎(구)홍고통 공영주차장 조성,"3,000,000,000원","3,000,000",,,6
631,39,,,,,,,,,"도          1,500,000",,,6
631,40,,,,,,,,,"군          1,500,000",,,6
631,41,,,,홍동면 운월리 공영주차장 조성,,,,,"700,000",0,"700,000",3
631,42,,,,,,401 시설비및부대비,,,"700,000",0,"700,000",5
631,43,,,,,,,01 시설비,,"700,000",0,"700,000",6
631,44,,,,,,,본예산,,"700,000",0,"700,000",6
631,45,,,,,,,◎홍동면 운월리 공영주차장 조성,"700,000,000원","700,000",,,6
631,46,,,,광천읍 원동 공영주차장 조성(전환사업),,,,,"2,300,000",0,"2,300,000",3
631,47,,,,,,,,,"도          1,500,000",,,6
631,49,,,,,,,,,"군            800,000",,,6
632,10,,,,,,,,,"도          1,500,000",,,6
632,11,,,,,,,,,"군            800,000",,,6
632,12,,,,,,,01 시설비,,"2,300,000",0,"2,300,000",6
632,13,,,,,,,,,"도          1,500,000",,,6
632,14,,,,,,,,,"군            800,000",,,6
632,15,,,,,,,본예산,,"2,300,000",0,"2,300,000",6
632,16,,,,,,,,,"도          1,500,000",,,6
632,17,,,,,,,,,"군            800,000",,,6
632,18,,,,,,,◎광천읍 원동 공영주차장 조성,"2,300,000,000원","2,300,000",,,6
632,19,,,,,,,,,"도          1,500,000",,,6
632,20,,,,,,,,,"군            800,000",,,6
632,21,,재무활동(교통과)(교통및물류/대중교통·물류등기타)(교통및물류/대중교통ㆍ물류등기타),,,,,,,"5,929,885","40,060","5,889,825",1
632,22,,,내부거래지출,,,,,,"5,929,885","40,060","5,889,825",2
632,23,,,,주차장 및 주정차사업 특별회계 전출금,,,,,"5,929,885",0,"5,929,885",3
632,24,,,,,,701 기타회계등전출금,,,"5,929,885",0,"5,929,885",5
632,25,,,,,,,01 기타회계전출금,,"5,929,885",0,"5,929,885",6
632,26,,,,,,,본예산,,"5,929,885",0,"5,929,885",6
632,27,,,,,,,◎주차장 및 주정차사업 특별회계 전출금,"5,929,885,000원","5,929,885",,,6
632,28,,자동차 관리(교통및물류/대중교통ㆍ물류등기타),,,,,,,"189,218",0,"189,218",1
632,29,,,차량등록 일반,,,,,,"189,218",0,"189,218",2
632,30,,,,차량등록 일반 사업 추진,,,,,"189,218",0,"189,218",3
632,31,,,,,,101 인건비,,,"103,537",0,"103,537",5
632,32,,,,,,,03 공무직(무기계약)근로자보수,,"103,537",0,"103,537",6
632,33,,,,,,,본예산,,"103,537",0,"103,537",6
632,34,,,,,,,◎공무직 보수,,"103,537",,,6
632,35,,,,,,,○기본급,"2,511,000원*2명*12월","60,264",,,6
632,36,,,,,,,○명절휴가비,"2,511,000원*2명*75%*2회","7,533",,,6
632,37,,,,,,,○직무수당,"135,000원*2명*12월","3,240",,,6
632,38,,,,,,,○정근수당,"2,281,000원*2명*2회","9,124",,,6
632,39,,,,,,,○근속(정근)가산금,"65,000원*2명*12월","1,560",,,6
632,40,,,,,,,○연차유급휴가수당,"21,600원*2명*8시간*10일","3,456",,,6
632,41,,,,,,,○정액급식비,"140,000원*2명*12월","3,360",,,6
632,42,,,,,,,○가족수당,,"2,040",,,6
632,43,,,,,,,배우자,"40,000원*1명*12월",480,,,6
632,44,,,,,,,부양가족,"65,000원*2명*12월","1,560",,,6
632,45,,,,,,,○시간외근무수당,"21,600원*2명*25시간*12월","12,960",,,6
632,46,,,,,,201 일반운영비,,,"74,881",0,"74,881",5
632,47,,,,,,,01 사무관리비,,"41,921",0,"41,921",6
632,49,,,,,,,본예산,,"41,921",0,"41,921",6
633,10,,,,,,,○차량등록 업무추진 기본수용비,"4,000,000원","4,000",,,6
633,11,,,,,,,○자동차 세외수입 고지서,"80,000원*10박스",800,,,6
633,12,,,,,,,"○건설기계,자동차(이륜차)검사기간 안       내 엽서","70,000원*20박스","1,400",,,6
633,13,,,,,,,"○자동차,이륜차검사 과태료 부과 예고서","70,000원*10박스",700,,,6
633,14,,,,,,,○책임보험 과태료 가입촉구서,"70,000원*10박스",700,,,6
633,15,,,,,,,○책임보험 과태료 부과 예고서,"70,000원*10박스",700,,,6
633,16,,,,,,,○고지서 발송용 봉투,"30,000원*14박스",420,,,6
633,17,,,,,,,○자동차 정기검사 안내 홍보물,"1,800원*1,500개","2,700",,,6
633,18,,,,,,,○건설기계면허증 발급용 카드,"3,000원*800매","2,400",,,6
633,19,,,,,,,○통합민원발급기 소모품,"450,000원*2대*12월","10,800",,,6
633,20,,,,,,,○정수기 임차료,"50,900원*1대*12월",611,,,6
633,21,,,,,,,○자동차등록증 케이스 제작,"1,000원*4,000매","4,000",,,6
633,22,,,,,,,○신용카드 매출 가맹점 수수료,"50,000원*12월",600,,,6
633,23,,,,,,,○특근자 급식,"9,000원*4명*90일","3,240",,,6
633,24,,,,,,,○특근자 급식(공무직),"9,000원*5명*90일","4,050",,,6
633,25,,,,,,,○복합기 임차료(컬러),"400,000원*12월","4,800",,,6
633,26,,,,,,,02 공공운영비,,"32,960",0,"32,960",6
633,27,,,,,,,본예산,,"32,960",0,"32,960",6
633,28,,,,,,,◎공공 요금 및 제세공과금,,"32,960",,,6
633,29,,,,,,,○통합민원 발급기 유지보수,"100,000원*2대*12월","2,400",,,6
633,30,,,,,,,"○정기검사, 책임보험 가입안내 및 체납       고지 우편요금","400원*40,000건","16,000",,,6
633,31,,,,,,,○과태료 사전통지 우편요금(등기),"2,800원*4,000건","11,200",,,6
633,32,,,,,,,"○상속안내, 말소예고 이해관계인 안내       우편요금(등기)","2,800원*1,200건","3,360",,,6
633,33,,,,,,202 여비,,,"10,800",0,"10,800",5
633,34,,,,,,,01 국내여비,,"10,800",0,"10,800",6
633,35,,,,,,,본예산,,"10,800",0,"10,800",6
633,36,,,,,,,◎기본업무 추진,"100,000원*4명*12월","4,800",,,6
633,37,,,,,,,◎국내여비(공무직),"100,000원*5명*12월","6,000",,,6
633,38,,행정운영경비(교통과)(기타/기타),,,,,,,"86,609",0,"86,609",1
633,39,,,부서인력운영비,,,,,,"64,241",0,"64,241",2
633,40,,,,부서인력운영비,,,,,"64,241",0,"64,241",3
633,41,,,,,,101 인건비,,,"64,241",0,"64,241",5
633,43,,,,,,,01 보수,,"53,775",0,"53,775",6
634,10,,,,,,,◎시간외근무수당,"11,950원*15명*25시간*12월","53,775",,,6
634,11,,,,,,,02 기타직보수,,"10,466",0,"10,466",6
634,12,,,,,,,본예산,,"10,466",0,"10,466",6
634,13,,,,,,,◎청원경찰 시간외근무수당,"11,950원*2명*25시간*12월","7,170",,,6
634,14,,,,,,,◎지방시간선택임기제 라급 시간외근무,"10,986원*1명*25시간*12월","3,296",,,6
634,15,,,기본경비,,,,,,"22,368",0,"22,368",2
634,16,,,,기본경비,,,,,"22,368",0,"22,368",3
634,17,,,,,,201 일반운영비,,,"15,168",0,"15,168",5
634,18,,,,,,,01 사무관리비,,"15,168",0,"15,168",6
634,19,,,,,,,본예산,,"15,168",0,"15,168",6
634,20,,,,,,,◎관서운영비,"5,568,000원","5,568",,,6
634,21,,,,,,,◎복합기 임차료(컬러),"400,000원*2대*12월","9,600",,,6
634,22,,,,,,203 업무추진비,,,"7,200",0,"7,200",5
634,23,,,,,,,03 시책추진업무추진비,,"3,600",0,"3,600",6
634,24,,,,,,,본예산,,"3,600",0,"3,600",6
634,25,,,,,,,◎시책추진업무추진비,"3,600,000원","3,600",,,6
634,26,,,,,,,04 부서운영업무추진비,,"3,600",0,"3,600",6
634,27,,,,,,,본예산,,"3,600",0,"3,600",6
634,28,,,,,,,◎부서운영업무추진비,"300,000원*12월","3,600",,,6
635,10,환경과,,,,,,,,"39,595,000","35,635,155","3,959,845",0
635,11,,,,,,,,,"국         10,278,757",,,6
635,12,,,,,,,,,"균             59,800",,,6
635,13,,,,,,,,,"기          2,986,000",,,6
635,14,,,,,,,,,"특            400,000",,,6
635,15,,,,,,,,,"도          1,883,238",,,6
635,16,,,,,,,,,"군         23,987,205",,,6
635,17,,자연환경 보호(환경/자연),,,,,,,"3,778,600","2,925,654","852,946",1
635,18,,,,,,,,,"국             92,000",,,6
635,19,,,,,,,,,"기          2,986,000",,,6
635,20,,,,,,,,,"도            136,281",,,6
635,21,,,,,,,,,"군            564,319",,,6
635,22,,,자연환경 보전관리,,,,,,"3,778,600","2,925,654","852,946",2
635,23,,,,,,,,,"국             92,000",,,6
635,24,,,,,,,,,"기          2,986,000",,,6
635,25,,,,,,,,,"도            136,281",,,6
635,26,,,,,,,,,"군            564,319",,,6
635,27,,,,환경정책 일반사업 관리,,,,,"19,240","19,240",0,3
635,28,,,,,,201 일반운영비,,,"7,240","7,240",0,5
635,29,,,,,,,01 사무관리비,,"7,240","7,240",0,6
635,30,,,,,,,본예산,,"7,240","7,240",0,6
635,31,,,,,,,◎기본수용비,"4,000,000원","4,000",,,6
635,32,,,,,,,◎특근자 급식,"9,000원*4명*90일","3,240",,,6
635,33,,,,,,202 여비,,,"8,400","8,400",0,5
635,34,,,,,,,01 국내여비,,"8,400","8,400",0,6
635,35,,,,,,,본예산,,"8,400","8,400",0,6
635,36,,,,,,,◎기본업무추진,"100,000원*5명*12월","6,000",,,6
635,37,,,,,,,◎환경정책 업무협의,"100,000원*2명*12월","2,400",,,6
635,38,,,,,,203 업무추진비,,,"3,600","3,600",0,5
635,39,,,,,,,03 시책추진업무추진비,,"3,600","3,600",0,6
635,40,,,,,,,본예산,,"3,600","3,600",0,6
635,41,,,,,,,◎환경업무,"3,600,000원","3,600",,,6
635,42,,,,생태계서비스지불제계약,,,,,"3,800","3,800",0,3
635,43,,,,,,201 일반운영비,,,"3,800","3,800",0,5
635,44,,,,,,,01 사무관리비,,"3,800","3,800",0,6
635,45,,,,,,,본예산,,"3,800","3,800",0,6
635,46,,,,,,,◎생태계서비스지불제계약 이행점검 용     품구입,"600,000원",600,,,6
635,47,,,,,,,◎생태계서비스지불제계약 관리위원회     참석수당,"100,000원*9명*1회",900,,,6
635,48,,,,,,,◎생태계서비스지불제계약 확인점검 수당,"100,000원*9명*2회","1,800",,,6
635,49,,,,,,,◎생태계서비스지불제계약 표지판 설치,"100,000원*5개소",500,,,6
636,10,,,,,,201 일반운영비,,,"20,240","20,384",△144,5
636,11,,,,,,,01 사무관리비,,"20,240","20,384",△144,6
636,12,,,,,,,본예산,,"20,240","20,384",△144,6
636,13,,,,,,,◎야생동물 폐사체 위탁 처리,"12,000,000원","12,000",,,6
636,14,,,,,,,◎유해야생동물 방역물품,"2,500,000원","2,500",,,6
636,15,,,,,,,◎유해야생동물 피해방지단 운영물품,"2,500,000원","2,500",,,6
636,16,,,,,,,◎수렵(포획)관리시스템 유지관리 용역수     수료,"6,000원*45대*12개월","3,240",,,6
636,17,,,,,,301 일반보전금,,,"77,550","78,330",△780,5
636,18,,,,,,,14 기타보상금,,"77,550","78,330",△780,6
636,19,,,,,,,본예산,,"77,550","78,330",△780,6
636,20,,,,,,,◎유해야생동물 포획 포상금,"50,000,000원","50,000",,,6
636,21,,,,,,,◎야생동물 인명피해,,"10,000",,,6
636,22,,,,,,,○상해 보상금,"5,000,000원","5,000",,,6
636,23,,,,,,,○사망 위로금,"5,000,000원","5,000",,,6
636,24,,,,,,,◎수렵배상 책임보험,"390,000원*45명","17,550",,,6
636,25,,,,야생동물 보호(보조),,,,,"13,750","13,000",750,3
636,26,,,,,,,,,"국              6,000",,,6
636,27,,,,,,,,,"도              2,325",,,6
636,28,,,,,,,,,"군              5,425",,,6
636,29,,,,,,201 일반운영비,,,"12,000","11,000","1,000",5
636,30,,,,,,,,,"국              6,000",,,6
636,31,,,,,,,,,"도              1,800",,,6
636,32,,,,,,,,,"군              4,200",,,6
636,33,,,,,,,01 사무관리비,,"12,000","11,000","1,000",6
636,34,,,,,,,,,"국              6,000",,,6
636,35,,,,,,,,,"도              1,800",,,6
636,36,,,,,,,,,"군              4,200",,,6
636,37,,,,,,,본예산,,"12,000","11,000","1,000",6
636,38,,,,,,,,,"국              6,000",,,6
636,39,,,,,,,,,"도              1,800",,,6
636,40,,,,,,,,,"군              4,200",,,6
636,41,,,,,,,◎야생멧돼지 시료채취 및 폐사체 처리비,"12,000,000원","12,000",,,6
636,42,,,,,,,,,"국              6,000",,,6
636,43,,,,,,,,,"도              1,800",,,6
636,44,,,,,,,,,"군              4,200",,,6
636,45,,,,,,301 일반보전금,,,"1,750","2,000",△250,5
636,46,,,,,,,,,도                525,,,6
636,47,,,,,,,,,"군              1,225",,,6
636,49,,,,,,,14 기타보상금,,"1,750","2,000",△250,6
637,10,,,,,,,,,"군              1,225",,,6
637,11,,,,,,,본예산,,"1,750","2,000",△250,6
637,12,,,,,,,,,도                525,,,6
637,13,,,,,,,,,"군              1,225",,,6
637,14,,,,,,,◎야생동물 농작물 피해보상 지원금,"1,750,000원","1,750",,,6
637,15,,,,,,,,,도                525,,,6
637,16,,,,,,,,,"군              1,225",,,6
637,17,,,,야생동물 피해예방 사업,,,,,"24,000","22,200","1,800",3
637,18,,,,,,,,,"국             12,000",,,6
637,19,,,,,,,,,"군             12,000",,,6
637,20,,,,,,402 민간자본이전,,,"24,000","22,200","1,800",5
637,21,,,,,,,,,"국             12,000",,,6
637,22,,,,,,,,,"군             12,000",,,6
637,23,,,,,,,02 민간자본사업보조(이전재원),,"24,000","22,200","1,800",6
637,24,,,,,,,,,"국             12,000",,,6
637,25,,,,,,,,,"군             12,000",,,6
637,26,,,,,,,본예산,,"24,000","22,200","1,800",6
637,27,,,,,,,,,"국             12,000",,,6
637,28,,,,,,,,,"군             12,000",,,6
637,29,,,,,,,◎야생동물 피해예방시설 설치,"24,000,000원","24,000",,,6
637,30,,,,,,,,,"국             12,000",,,6
637,31,,,,,,,,,"군             12,000",,,6
637,32,,,,수질관리 운영,,,,,500,500,0,3
637,33,,,,,,201 일반운영비,,,500,500,0,5
637,34,,,,,,,01 사무관리비,,500,500,0,6
637,35,,,,,,,본예산,,500,500,0,6
637,36,,,,,,,◎약수터 운영,"500,000원",500,,,6
637,37,,,,기후변화 대응,,,,,"11,000","11,000",0,3
637,38,,,,,,201 일반운영비,,,"8,000","8,000",0,5
637,39,,,,,,,01 사무관리비,,"6,000","6,000",0,6
637,40,,,,,,,본예산,,"6,000","6,000",0,6
637,41,,,,,,,◎탄소중립녹색성장위원회 참석수당,"100,000원*12명*5회","6,000",,,6
637,42,,,,,,,02 공공운영비,,"2,000","2,000",0,6
637,43,,,,,,,본예산,,"2,000","2,000",0,6
637,44,,,,,,,◎기후변화 에너지 공간 조성 체험기구     수리,"2,000,000원","2,000",,,6
637,45,,,,,,303 포상금,,,"3,000","3,000",0,5
637,46,,,,,,,01 포상금,,"3,000","3,000",0,6
637,47,,,,,,,본예산,,"3,000","3,000",0,6
637,48,,,,,,,◎탄소중립 실천확산 추진실적 우수부서     시상금,"3,000,000원","3,000",,,6
638,10,,,,,,,,,"기          2,970,000",,,6
638,11,,,,,,,,,"도             99,000",,,6
638,12,,,,,,,,,"군            246,000",,,6
638,13,,,,,,201 일반운영비,,,"15,000",0,"15,000",5
638,14,,,,,,,01 사무관리비,,"15,000",0,"15,000",6
638,15,,,,,,,본예산,,"15,000",0,"15,000",6
638,16,,,,,,,◎석면피해자 구술기록집 발간,"15,000,000원","15,000",,,6
638,17,,,,,,301 일반보전금,,,"3,300,000","2,400,000","900,000",5
638,18,,,,,,,,,"기          2,970,000",,,6
638,19,,,,,,,,,"도             99,000",,,6
638,20,,,,,,,,,"군            231,000",,,6
638,21,,,,,,,01 사회보장적수혜금(국고보조재원),,"3,300,000","2,400,000","900,000",6
638,22,,,,,,,,,"기          2,970,000",,,6
638,23,,,,,,,,,"도             99,000",,,6
638,24,,,,,,,,,"군            231,000",,,6
638,25,,,,,,,본예산,,"3,300,000","2,400,000","900,000",6
638,26,,,,,,,,,"기          2,970,000",,,6
638,27,,,,,,,,,"도             99,000",,,6
638,28,,,,,,,,,"군            231,000",,,6
638,29,,,,,,,◎석면피해 구제급여,"3,300,000,000원","3,300,000",,,6
638,30,,,,,,,,,"기          2,970,000",,,6
638,31,,,,,,,,,"도             99,000",,,6
638,32,,,,,,,,,"군            231,000",,,6
638,33,,,,탄소포인트제 가입가구 인센티브 지급,,,,,"20,800","20,000",800,3
638,34,,,,,,,,,"기             10,400",,,6
638,35,,,,,,,,,"군             10,400",,,6
638,36,,,,,,301 일반보전금,,,"20,800","20,000",800,5
638,37,,,,,,,,,"기             10,400",,,6
638,38,,,,,,,,,"군             10,400",,,6
638,39,,,,,,,14 기타보상금,,"20,800","20,000",800,6
638,40,,,,,,,,,"기             10,400",,,6
638,41,,,,,,,,,"군             10,400",,,6
638,42,,,,,,,본예산,,"20,800","20,000",800,6
638,43,,,,,,,,,"기             10,400",,,6
638,44,,,,,,,,,"군             10,400",,,6
638,45,,,,,,,◎탄소포인트제 가입가구 인센티브 지급,"20,800,000원","20,800",,,6
638,46,,,,,,,,,"기             10,400",,,6
638,47,,,,,,,,,"군             10,400",,,6
638,48,,,,공용차량 관리,,,,,"21,000","32,000","△11,000",3
638,49,,,,,,201 일반운영비,,,"21,000","32,000","△11,000",5
639,10,,,,,,,본예산,,"21,000","32,000","△11,000",6
639,11,,,,,,,◎차량선박비,,"21,000",,,6
639,12,,,,,,,○중형승용차,"2,500,000원*2대","5,000",,,6
639,13,,,,,,,○소형승용차,"2,000,000원*2대","4,000",,,6
639,14,,,,,,,○소형화물차,"3,000,000원*1대","3,000",,,6
639,15,,,,,,,○기타특수차,"3,000,000원*3대","9,000",,,6
639,16,,,,자동차 탄소포인트제 운영,,,,,"11,200","8,000","3,200",3
639,17,,,,,,,,,"기              5,600",,,6
639,18,,,,,,,,,"군              5,600",,,6
639,19,,,,,,301 일반보전금,,,"11,200","8,000","3,200",5
639,20,,,,,,,,,"기              5,600",,,6
639,21,,,,,,,,,"군              5,600",,,6
639,22,,,,,,,14 기타보상금,,"11,200","8,000","3,200",6
639,23,,,,,,,,,"기              5,600",,,6
639,24,,,,,,,,,"군              5,600",,,6
639,25,,,,,,,본예산,,"11,200","8,000","3,200",6
639,26,,,,,,,,,"기              5,600",,,6
639,27,,,,,,,,,"군              5,600",,,6
639,28,,,,,,,◎자동차 탄소포인트제 운영,"11,200,000원","11,200",,,6
639,29,,,,,,,,,"기              5,600",,,6
639,30,,,,,,,,,"군              5,600",,,6
639,31,,,,생태계교란 생물 퇴치사업,,,,,"34,000","20,000","14,000",3
639,32,,,,,,,,,"국             17,000",,,6
639,33,,,,,,,,,"도              5,100",,,6
639,34,,,,,,,,,"군             11,900",,,6
639,35,,,,,,401 시설비및부대비,,,"34,000","20,000","14,000",5
639,36,,,,,,,,,"국             17,000",,,6
639,37,,,,,,,,,"도              5,100",,,6
639,38,,,,,,,,,"군             11,900",,,6
639,39,,,,,,,01 시설비,,"34,000","20,000","14,000",6
639,40,,,,,,,,,"국             17,000",,,6
639,41,,,,,,,,,"도              5,100",,,6
639,42,,,,,,,,,"군             11,900",,,6
639,43,,,,,,,본예산,,"34,000","20,000","14,000",6
639,44,,,,,,,,,"국             17,000",,,6
639,45,,,,,,,,,"도              5,100",,,6
639,46,,,,,,,,,"군             11,900",,,6
639,47,,,,,,,◎생태계교란생물 퇴치,"34,000,000원","34,000",,,6
639,48,,,,,,,,,"국             17,000",,,6
639,49,,,,,,,,,"도              5,100",,,6
639,51,,,,,,,,,"군             11,900",,,6
640,10,,,,,,308 자치단체등이전,,,"50,000","50,000",0,5
640,11,,,,,,,07 자치단체간부담금,,"50,000","50,000",0,6
640,12,,,,,,,본예산,,"50,000","50,000",0,6
640,13,,,,,,,◎석면피해자 건강관리서비스,"50,000,000원","50,000",,,6
640,14,,,,생태계서비스지불제계약(보조),,,,,"102,000","102,000",0,3
640,15,,,,,,,,,"국             51,000",,,6
640,16,,,,,,,,,"도             15,300",,,6
640,17,,,,,,,,,"군             35,700",,,6
640,18,,,,,,301 일반보전금,,,"102,000","102,000",0,5
640,19,,,,,,,,,"국             51,000",,,6
